,option,env,represented_by_env,kld
378,gzip,fannie_mae_500k.tar,enwik8.tar,0.0
379,gzip,fannie_mae_500k.tar,misc.tar,0.03981697078766712
380,gzip,fannie_mae_500k.tar,fannie_mae_500k.tar,0.0
381,gzip,fannie_mae_500k.tar,uiq2-8.bin,0.0
382,gzip,fannie_mae_500k.tar,large.tar,0.0
383,gzip,fannie_mae_500k.tar,artificl.tar,0.0
384,gzip,fannie_mae_500k.tar,uiq2-4.bin,0.2897909658078719
385,gzip,fannie_mae_500k.tar,uiq-32.bin,0.006803204355563899
386,gzip,fannie_mae_500k.tar,vmlinux-5.10.tar,0.3983536379841939
387,gzip,fannie_mae_500k.tar,silesia.tar,0.0
388,gzip,fannie_mae_500k.tar,deepfield.tar,0.0
389,gzip,fannie_mae_500k.tar,uiq2-16.bin,0.0
390,gzip,uiq2-8.bin,ambivert.wav.tar,0.0
391,gzip,uiq2-8.bin,enwik8.tar,0.031939201869327305
392,gzip,uiq2-8.bin,misc.tar,0.09614636970461984
393,gzip,uiq2-8.bin,fannie_mae_500k.tar,0.15267777880789868
394,gzip,uiq2-8.bin,uiq2-8.bin,0.0
395,gzip,uiq2-8.bin,large.tar,0.028001255761224607
396,gzip,uiq2-8.bin,artificl.tar,0.008724261543859621
397,gzip,uiq2-8.bin,uiq2-4.bin,0.2633811457874232
398,gzip,uiq2-8.bin,uiq-32.bin,0.012731263949967663
399,gzip,uiq2-8.bin,vmlinux-5.10.tar,0.34806134775514436
400,gzip,uiq2-8.bin,silesia.tar,0.0014944463588755352
401,gzip,uiq2-8.bin,deepfield.tar,0.0
402,gzip,uiq2-8.bin,uiq2-16.bin,0.0
403,gzip,large.tar,ambivert.wav.tar,0.1428176101860446
404,gzip,large.tar,enwik8.tar,0.19372027271849687
405,gzip,large.tar,misc.tar,0.1009256143780012
406,gzip,large.tar,fannie_mae_500k.tar,0.47473208636392733
407,gzip,large.tar,uiq2-8.bin,0.19460361368689852
408,gzip,large.tar,large.tar,0.0
409,gzip,large.tar,artificl.tar,0.09423005963493106
410,gzip,large.tar,uiq2-4.bin,0.1989686195777211
411,gzip,large.tar,uiq-32.bin,0.22444059223949497
412,gzip,large.tar,vmlinux-5.10.tar,0.22902295548353482
413,gzip,large.tar,silesia.tar,0.13509467662134278
414,gzip,large.tar,deepfield.tar,0.14347904421452062
415,gzip,large.tar,uiq2-16.bin,0.07999141926928131
